OBJECTID,NUM_Ped_Bike_Crashes,NUM_MotoristCrashes,NUM_Ped_Bike_Killed,NUM_Ped_Bike_SeriousInjury,NUM_Motorist_Killed,NUM_Motorist_SeriousInjury,KSI_Revised,Street,HIN_Version,GlobalID,Shape__Length
30606,0,1,0,0,1,0,5,Oaklawn Av,2013-2017,f4750fe5-0012-4916-9d86-5a4187912037,2193.63015553833
30607,1,2,1,0,1,1,11,Hickory Grove Rd,2014-2018,07d0fcb6-fbd0-4ae7-a9d6-a91a2a1a3462,2127.72579041343
30608,1,0,1,0,0,0,5,Bowman Rd,2019-2023,dc8e8636-e265-4790-83ff-782d2f116ab2,1128.95817131303
30609,1,1,0,1,1,0,8,Raintree Ln,2017-2021,c6a3c857-54aa-47d5-9bed-b7a0704f7b2b,2074.39021785674
30610,0,1,0,0,1,0,5,Trade Park Ct,2017-2021,6c07dfb1-e492-4108-823d-038d14f4d4b6,1186.65600596991
30611,,,,,,,1,4TH,2013-2017,9b03345c-56ce-498f-bbf6-a9364a45e0a1,414.514381237886
30612,0,1,0,0,1,0,5,Nevada Bv,2016-2020,2d021496-b8b9-4438-a5ae-7036b5d3bf5c,2562.10100451516
30613,0,1,0,0,0,1,1,W Trade St,2016-2020,d39e285f-dbfe-4d80-ab3b-13ac0961360d,2118.32310458822
30614,0,2,0,0,2,0,10,Little Rock Rd,2018-2022,c3689ac1-a1a0-4b66-b0b8-6b3608354f69,2553.1284449003
30615,1,0,1,0,0,0,5,Tom Hunter Rd,2018-2022,436c6923-f206-47f1-a72d-528a3e566018,2019.81770329912
30616,1,1,1,0,0,1,6,E W T Harris Bv,2015-2019,943d0c2f-4487-4e8d-b65d-d2b65a44bf74,2542.59038542576
30617,0,1,0,0,1,0,5,Michigan Av,2015-2019,e98fb43f-1944-4bb1-961b-45a2d5431b02,780.380625000791
30618,0,1,0,0,0,1,1,Brook Canyon Dr,2017-2021,e1f53ca1-5c7b-4512-bc22-0d2e66652961,807.880697650876
30619,0,1,0,0,0,1,1,West Bv,2019-2023,5ada44a5-e430-4635-baaf-9b800b81c225,2602.33907598187
30620,0,1,0,0,0,1,1,Woodlark Ln,2013-2017,8203eefe-abaf-437d-be2a-c87b37c8c615,2294.05362816274
30621,1,1,0,1,0,1,4,Sharon Ln,2017-2021,c69f929a-caad-4f41-9030-c4956c0393c3,1859.04417445432
30622,1,0,0,1,0,0,3,Archdale Dr,2017-2021,6775cf39-6466-461e-a08c-218a87167378,2489.88526678112
30623,0,1,0,0,1,0,5,N Brevard St,2019-2023,1c5fe3fa-a85e-43ad-be6b-6be5bbcd2195,1821.58196087497
30624,0,1,0,0,1,0,5,Kentberry Dr,2015-2019,0d289f36-2311-4542-9242-6a4ad2fbb31b,2172.83766694046
30625,0,1,0,0,1,0,5,Fairview Rd,2017-2021,268d56ed-2af8-404a-bdc2-775d7564d092,2386.92742798474
30626,1,0,0,1,0,0,3,Four Seasons Ln,2016-2020,1361f617-0ab0-41ed-8a52-1c1ab7c271d1,2058.66902749761
30627,0,1,0,0,0,1,1,Billy Graham Py,2016-2020,470d50d3-21a1-4923-ab30-5e7727ba249a,2600.49756516379
30628,1,0,0,1,0,0,3,Nations Ford Rd,2013-2017,e974b7ab-2bed-4552-8ada-4adbf1c47b3a,2604.42903325314
30629,0,1,0,0,1,0,5,South Bv,2015-2019,c933a597-4b04-4021-993e-9c5526802908,2493.57298399008
30630,1,1,0,1,0,1,4,Idlewild Rd,2018-2022,22c82815-0a5e-4e53-be8e-361f8d077e5c,2323.93860314334
30631,1,1,1,0,0,1,6,Atando Av,2019-2023,ad08883b-092b-4028-bdd7-7ef20276dd4f,2201.97388526232
30632,0,1,0,0,0,1,1,E W T Harris Bv,2014-2018,ab5cd5c5-1015-4552-8d63-18a0ae5bf7b6,2542.59021622209
30633,0,1,0,0,0,1,1,Sudbury Rd,2014-2018,c3f2e5da-4fc5-407c-ae3d-a8fa04feac3a,2593.71694535188
30634,0,1,0,0,1,0,5,W Craighead Rd,2016-2020,7e619c7a-2842-44c2-a2e4-745e1bb3afb4,2522.79391780671
30635,0,3,0,0,2,1,11,E W T Harris Bv,2014-2018,618f8d90-f640-42ca-a457-63254173c821,2542.59093604635
30636,0,1,0,0,0,1,1,E Brookshire Fr Ra,2013-2017,7d345da0-7225-4993-8165-fd01f1a7a7c6,65.9236660877237
30637,2,3,2,0,1,2,17,Central Av,2019-2023,efac0177-622b-433a-ab5f-18cd15192830,2483.60152064729
30638,1,0,1,0,0,0,5,S Tryon St,2014-2018,f6fdda45-e757-4eaa-83bc-3f90248e320d,2619.83074173377
30639,1,0,0,1,0,0,3,Minglewood Dr,2015-2019,32bf5916-8fe6-4672-a4c8-aa3d643873ff,1991.22200108776
30640,0,1,0,0,0,1,1,Grier Rd,2015-2019,f73feae4-9324-4d0b-bb53-6dd4ae0d8dc6,2372.91460440163
30641,0,1,0,0,0,1,1,CPCC Harris Campus Dr,2014-2018,bd1c6111-cd90-4c67-bdf3-b48d0dce6139,953.512267571511
30642,0,2,0,0,1,1,6,Prosperity Church Rd,2017-2021,4f3a1590-c930-402d-9fd6-dcc193262680,2357.93986682999
30643,0,3,0,0,3,0,15,Wilkinson Bv,2015-2019,f0ae8062-1399-4298-a049-5765741bfe71,2627.45575921574
30644,0,1,0,0,0,1,1,Grove Av,2014-2018,83f2b9a0-2ed9-4ca0-b106-2dd512b89e72,267.50870217541
30645,1,1,0,1,0,1,4,Randolph Rd,2015-2019,07a74d83-6756-42e3-bee0-823c4546ce1a,2516.57266264772
30646,0,1,0,0,1,0,5,Hoskins Mill Ln,2018-2022,c149f344-649c-4499-82b7-37ffd2ee4c18,964.581902507556
30647,0,1,0,0,0,1,1,City Bvxs I85 Ra Sb,2014-2018,e50b13c3-22e5-4fdf-8185-5e8dd461eaec,1379.03254617876
30648,0,1,0,0,1,0,5,Orr Rd,2019-2023,a3fdd708-3c82-47ad-a69a-f8fb228cd278,2118.044934601
30649,,,,,,,1,MARTIN LUTHER KING JR,2013-2017,c7f3ff1e-02e3-4c2e-ac91-9aceb9256baa,446.737903583366
30650,0,1,0,0,0,1,1,Idaho Dr,2016-2020,a2c519c3-636f-44cd-81d8-1e52a4f92f74,617.352089844664
30651,0,1,0,0,0,1,1,E Brookshire Fr Ra,2016-2020,d812deb8-d695-4b72-aab8-cf0ee594aed5,64.9213300685165
30652,0,1,0,0,0,1,1,Hart Rd,2013-2017,ba54962c-ad4e-4e64-ab5a-a8ce87a67aff,1823.88502387241
30653,1,1,0,1,0,1,4,S Caldwell St,2014-2018,181bd971-974c-4366-a952-9a3e46e0cbe4,1435.42007718211
30654,0,1,0,0,1,0,5,Paw Creek Rd,2016-2020,c83b3a6a-e3e5-468a-8894-80d0d329201a,2445.50948506944
30655,0,1,0,0,1,0,5,Ardrey Kell Rd,2018-2022,8ba026ff-b270-4c52-96c0-55e0432a5e4f,2608.68211774067
30656,0,1,0,0,0,1,1,Washburn Av,2014-2018,d367154b-e649-4620-8528-0a20150f1aa1,1518.56531302318
30657,0,1,0,0,0,1,1,Rhyne Rd,2017-2021,e964945e-4dec-487b-8bbd-9f51a3f3741e,1933.18355359878
30658,0,2,0,0,1,1,6,Northlake West Dr,2015-2019,46bafc5e-5477-4df9-97c9-ce9f664defa4,2019.23420871892
30659,1,0,1,0,0,0,5,W Bland St,2014-2018,e80e3c4f-bfc6-4457-a498-1eaed699d019,1957.7151713468
30660,1,0,0,1,0,0,3,Nobles Av,2019-2023,260c9e06-0cdf-4410-89da-2b1df1ac5737,1640.1097872609
30661,0,1,0,0,0,1,1,Old Statesville Rd,2016-2020,bad75a11-a651-4314-ba12-aa3643b53350,595.257587886176
30662,1,1,1,0,1,0,10,Remount Rd,2018-2022,24515e90-dfc0-44f2-a927-4ee876f83d4e,2613.77371726259
30663,1,0,0,1,0,0,3,Village Lake Dr,2017-2021,db29093b-9b9f-4876-a90b-9fa110bfb8e4,1976.51926088144
30664,0,1,0,0,0,1,1,Senior Dr,2017-2021,eb241e44-9b61-4b70-9844-6c48ec32ec59,1416.78931433383
30665,1,0,0,1,0,0,3,S Shopping Center Dr,2019-2023,c291f0c5-fa15-46c6-a365-84a0a5f368aa,298.654441587948
30666,0,3,0,0,0,3,3,Toomey Av,2018-2022,f9de5fd7-b340-47b5-ab60-ea0c1f504464,1985.55708916797
30667,0,1,0,0,0,1,1,J W Clay Bv,2017-2021,46902142-3f5a-4de4-969c-58cd64634018,2418.63697212473
30668,0,1,0,0,0,1,1,Centerline Dr,2016-2020,e73068ef-c831-4165-95f6-05f57ac5f220,1641.51798748971
30669,0,1,0,0,0,1,1,Foster Brook Dr,2015-2019,20cedcdb-0384-4d65-956f-79cd715db68d,1328.74032653515
30670,1,1,1,0,0,1,6,Sardis Rd N,2016-2020,29a71b3d-a4b6-49f1-9f60-21108e25a001,2573.68172448641
30671,0,1,0,0,0,1,1,Keswick Av,2017-2021,536afe45-69dc-4337-a86b-d2800c66bd38,1581.30976303617
30672,1,4,1,0,3,1,21,E Mallard Creek Church Rd,2019-2023,66b4f933-1968-4dd8-8c40-9b29207b65b9,2193.43146341006
30673,0,3,0,0,2,1,11,University Ridge Dr,2015-2019,1eb2ce9a-b44a-479e-aa82-ef060f8fdcc4,256.68519086992
30674,0,1,0,0,0,1,1,E Independence Bv,2017-2021,4c34e042-ef4f-41ed-a018-0a4a7a12a30e,2369.48273249987
30675,0,1,0,0,0,1,1,Steele Creek Rd,2013-2017,3ae76b0b-6677-428f-85fb-5ad7e20bbea6,1907.30586440771
30676,2,1,2,0,0,1,11,Freedom Dr,2015-2019,b99262e2-f631-4596-b94a-46fb48b2e8ad,2538.81320679185
30677,1,0,1,0,0,0,5,Lawyers Rd,2015-2019,60ebe2fd-0adb-4526-97dd-371db626e460,2082.6688900117
30678,1,0,1,0,0,0,5,W Brookshire Fr,2017-2021,165bc394-67c6-467f-960e-6c6d2a2fdb56,2289.44694064347
30679,0,1,0,0,0,1,1,Vicksburg Rd,2018-2022,d116ffce-5a85-4c34-bb30-4ee277dadf9c,1264.63799920925
30680,2,0,1,1,0,0,8,Wallace Ln,2016-2020,9ea91997-6a7d-4532-a9ce-332a57a32f86,2321.43067380931
30681,1,0,0,1,0,0,3,Granby Av,2014-2018,6ed5b5d0-40f1-49f2-a296-d315f6f26983,1046.99492832516
30682,0,3,0,0,3,0,15,N Sharon Amity Rd,2018-2022,676292d6-60c7-47c0-a719-bd6aee8d3603,2466.64676128691
30683,0,1,0,0,1,0,5,Kendall Dr,2013-2017,d7b037ff-965a-4233-911a-8fd8f7a88dcc,1807.96929280684
30684,1,0,0,1,0,0,3,E W T Harris Bv,2019-2023,ea7ad2df-2037-4c75-9c52-b07d4af20e09,2542.59063604438
30685,1,0,1,0,0,0,5,Tom Hunter Rd,2019-2023,557bbf24-b2a2-4c54-92fa-a6dc9308edf6,2019.81770329912
30686,0,1,0,0,0,1,1,W Mallard Creek Church Rd,2016-2020,3d8a94af-85d4-4698-8fd4-820ae02fb705,2216.04118616133
30687,0,1,0,0,1,0,5,Rea Rd,2013-2017,939dd5e4-ee4a-4aec-a954-1a3ef297d1fd,2630.51211331325
30688,1,0,1,0,0,0,5,Chasewood Dr,2013-2017,581c651b-6a6f-42f8-ab41-140b7ac5bb11,86.3838758575349
30689,1,0,1,0,0,0,5,Johnston Rd,2016-2020,8a0d96a4-0107-40d8-9702-70c31c0c39ad,2540.8481360905
30690,1,0,0,1,0,0,3,Weyland Av,2016-2020,da27a004-c423-4f17-9981-91f00415b8b7,1584.50306500337
30691,0,1,0,0,1,0,5,Sledge Rd,2017-2021,f70c8074-a1dc-4344-aeb1-949b95acf7bc,1424.03248653188
30692,1,0,1,0,0,0,5,S Hoskins Rd,2017-2021,edd2b59f-51eb-46fb-9a70-e43564157524,2191.82699691059
30693,1,1,1,0,1,0,10,University City Bv,2017-2021,daa650f0-c6c7-495f-a9a1-0956a01512e6,2514.22717790137
30694,0,1,0,0,1,0,5,Queens Rd,2019-2023,c5e8951c-557b-498d-a820-3b019df28d2f,2149.05054450164
30695,0,2,0,0,1,1,6,Old Statesville Rd,2018-2022,7869e91e-dc3e-4c54-834b-e79921a9fbe6,2452.76350082942
30696,0,2,0,0,1,1,6,Hubbard Rd,2017-2021,65252b32-ea85-40d0-9adb-e316aa2bda1a,2457.72327358253
30697,0,1,0,0,0,1,1,Bingham Dr,2013-2017,6342bced-3a29-4dd9-8b89-13a4421adfab,1209.8740910195
30698,0,1,0,0,0,1,1,Wellingford St,2016-2020,dbab6a6b-bafa-4e0d-89d8-e42aedad4dfa,1700.84598456324
30699,1,0,0,1,0,0,3,Old Concord Rd,2018-2022,3054d2f7-0e96-43f8-9122-3f0be1164f2c,2547.50101147291
30700,0,1,0,0,0,1,1,South Bv,2017-2021,9aa7c3bc-f427-4ccd-a66d-ebb2d8bea56d,2493.5725888437
30701,0,1,0,0,0,1,1,Robinson Church Rd,2018-2022,72a259bf-9775-4a61-847e-daef20e48efa,2366.00187343699
30702,1,2,1,0,1,1,13,N Tryon St,2016-2020,22e0f42f-cea6-4c74-b279-40b44ccf5133,2524.13121016315
30703,0,1,0,0,0,1,1,Ardsley Rd,2014-2018,25810512-f29c-4d1e-9511-b9f8b89cc748,2109.23271807206
30704,1,1,1,0,1,0,10,Freedom Dr,2018-2022,96609ee7-4c04-4de4-82c9-63e694a6e14a,2538.81322079573
30705,0,1,0,0,0,1,1,Fred Gibbon Dr,2018-2022,8affea67-de8d-42cc-b27d-be741870b609,170.980326311005
30706,0,1,0,0,0,1,1,English Oak Ln,2017-2021,bf3d726d-87fc-44fa-a9ca-ec8ff7bc82fe,453.256603145208
30707,0,2,0,0,1,1,6,Fairhaven St,2019-2023,d4a17cff-ac17-4890-b961-d2e9d9bc16f7,488.214707882234
30708,1,2,1,0,1,1,11,N Graham St,2014-2018,63711a37-efd1-4ebd-a545-54706da2d84b,2469.07541023149
30709,0,3,0,0,2,1,11,West Bv,2019-2023,220b9799-3abb-4aa9-9037-dafcc15475ec,2602.33922504564
30710,1,0,1,0,0,0,5,E Bland St,2014-2018,fbef8c81-d814-4b92-819d-ca3768f622e8,845.884275910287
30711,0,1,0,0,0,1,1,Queens Rd West,2014-2018,9de01767-8f0b-458b-b6f7-a2009012fada,2327.70982554167
30712,0,1,0,0,0,1,1,Magnolia Bridge Rd,2015-2019,df6ae4bf-79d4-41b8-a00f-ea73db2e3a46,1545.82709070981
30713,0,1,0,0,0,1,1,Mount Holly Rd,2017-2021,38c9921c-44c4-4bbc-a2cf-0223e051f1f0,2376.73521502409
30714,0,2,0,0,1,1,6,Central Av,2016-2020,f2ba677c-3b9e-4749-bbd7-158711fa119f,2483.60181303476
30715,0,2,0,0,0,2,2,West Bv,2017-2021,f8694cb0-cf6a-4954-b5a8-735d0a76e528,2602.33918912817
30716,0,1,0,0,1,0,5,W John Belk Ra,2016-2020,f2db7441-8f58-4f5a-bf71-e30dd8f92ee3,676.83426862815
30717,0,1,0,0,1,0,5,Providence Rd,2019-2023,70040a62-1e83-46d0-b68f-9916e6594e30,2631.46502259354
30718,0,1,0,0,1,0,5,Sheets Cr,2019-2023,4626188f-f1de-4016-a3ec-d220f1ecae22,553.489275585656
30719,0,1,0,0,0,1,1,Old Statesville Rd,2015-2019,c8a9f86f-5ada-4f7a-a5c5-70367ef33455,595.257587886176
30720,1,1,0,1,0,1,4,W 4th St,2014-2018,92dc1bc2-b0c5-470f-89a0-640f8eebfc2e,1706.30267581068
30721,0,1,0,0,1,0,5,Westport Rd,2014-2018,aad56d5d-1cf3-4769-bf79-16954d06cadc,1355.95329080155
30722,6,3,5,1,2,1,39,N Tryon St,2016-2020,2a92df9a-1b9b-4776-8a8d-3bc0d2091058,2524.13041419956
30723,0,1,0,0,1,0,5,I-485 Ra,2017-2021,a22d072b-0bcd-4ede-a809-aa24d4f9996c,1794.83501364363
30724,0,1,0,0,0,1,1,Split Oak Dr,2016-2020,8ffeac5e-e23b-4786-b741-0b94de5537ec,1835.77623544857
30725,0,1,0,0,0,1,1,Mallard Creek Rd,2013-2017,1c1c62ea-4d9f-4862-89d8-5f5fb5bf3fc2,2522.05618044108
30726,1,1,1,0,1,0,10,W John Belk Fr,2016-2020,c693f2af-bb9e-4cf7-9fd1-31a5799d9f3b,1475.23963430155
30727,0,1,0,0,0,1,1,Sharon Rd,2013-2017,3d49d3a7-2cc2-451b-9a17-d1f401aee524,2624.58799518707
30728,0,1,0,0,1,0,5,Bramblewood Dr,2019-2023,0a454ee9-8833-4b13-ad36-b309b77e95d6,1542.98663840464
30729,0,1,0,0,0,1,1,Continental Bv,2014-2018,88706729-94fb-439e-883b-b8ab968dcc2b,1808.05516969994
30730,1,0,1,0,0,0,5,Banner Elk Dr,2017-2021,f6b09a5e-cbca-401e-b74c-10c673f88f53,488.484417641334
30731,0,1,0,0,1,0,5,Newell View Ln,2017-2021,99bc9416-9237-4bb0-9461-c747d95c17e8,651.431013547886
30732,1,0,1,0,0,0,5,Trembeth Dr,2016-2020,3a156778-a610-48f2-99de-60dae4c7ae0b,873.911901040187
30733,1,1,1,0,0,1,6,E Independence Bv,2013-2017,98b18555-e186-4bf2-bb7b-f38bff425aef,1804.93329582439
30734,0,1,0,0,1,0,5,Ballantyne Medical Pl,2019-2023,7576a8ed-ba4a-47f9-bf09-61d2479e7000,1208.13865668085
30735,0,1,0,0,0,1,1,E W T Harris Bv,2016-2020,54d24c1d-d121-49b0-802b-cd7bf3db6541,2542.59014271039
30736,0,1,0,0,1,0,5,N Tryon St,2017-2021,eee07554-b6fb-47de-8791-2f753672a7e9,2524.13072837038
30737,1,0,0,1,0,0,3,Minglewood Dr,2014-2018,95307082-b6a0-4505-9a89-0dc53b2962d2,1991.2218354459
30738,0,1,0,0,0,1,1,N Graham St,2015-2019,16fa4f59-b394-4dc8-b81a-17f5a08888f4,2554.15595398867
30739,0,1,0,0,0,1,1,Morning Dr,2013-2017,4f5cfb4a-bbf4-4024-99cb-816838291fc2,1697.90143730387
30740,0,3,0,0,0,3,3,Remount Rd,2017-2021,88091ab2-8f80-4a26-bcd0-c50dc890723e,2613.77398594909
30741,0,1,0,0,0,1,1,Monroe Rd,2018-2022,294313ae-2d1f-4056-b446-051167914b01,2617.51713222926
30742,0,2,0,0,0,2,2,Oneida Rd,2018-2022,de42264c-6a53-47e6-93bd-4666fcdf8f3e,1308.72156036362
30743,1,0,0,1,0,0,3,Northeast Py,2016-2020,a6f0c424-18d2-4a47-b7f2-63b9a3e408b1,1549.4740193632
30744,0,1,0,0,1,0,5,Orchard Lake Dr,2015-2019,85300b7d-9500-47d5-9188-fa08f4181946,2144.03888846894
30745,0,1,0,0,0,1,1,E Martin Luther King Jr Bv,2015-2019,cb24905c-ab0d-44d6-8078-6d71d1bfab81,1744.88163140629
30746,0,1,0,0,0,1,1,Ikea Bv,2015-2019,09aa82ce-b453-4c03-9bfa-50c55c4bfea0,2364.95898676565
30747,1,0,0,1,0,0,3,Carmine St,2014-2018,7826ddab-2962-4c15-bfea-3e8f58f7ce2a,1495.80856993154
30748,0,1,0,0,0,1,1,Carowinds Bv,2013-2017,9afa3073-f67d-499b-ad1d-32d67b0973a3,2539.73665563478
30749,0,1,0,0,1,0,5,Pence Pond Ln,2016-2020,850ebf86-afcb-4abd-8b47-b3bcec211769,1779.63682646488
30750,1,1,1,0,1,0,10,Albemarle Rd,2018-2022,d5d7d54b-9fbe-4de7-861d-ad7ef4929877,2552.5180664845
30751,0,1,0,0,0,1,1,Audrey St,2016-2020,14c2ec5a-f229-442c-b5bf-882d9e28d4aa,775.479912119694
30752,0,1,0,0,1,0,5,Lansdale Dr,2017-2021,69faecfd-edd8-4ba8-a767-ad8589766f63,1541.046216422
30753,0,1,0,0,1,0,5,Mallard Creek Rd,2015-2019,2b455ae1-bf4a-49ad-9a23-2086c3c1be48,2543.12954262327
30754,0,1,0,0,0,1,1,W 5th St,2018-2022,427ffc28-96b2-4f44-b8a3-461419c8d0a1,2374.13216053921
30755,0,1,0,0,0,1,1,Ardrey Kell Rd,2017-2021,eaf81892-6736-4d07-927d-4bbca697d65d,2608.68219754426
30756,0,2,0,0,2,0,10,N I85xlittle Rock Rd Ra Nb,2013-2017,32324ed3-eb78-407e-b77e-caf676498970,415.044386743885
30757,0,1,0,0,0,1,1,Mount Holly Rd,2013-2017,1b0698d7-8400-4b1f-adbb-a12c7266bd8a,2401.56467254676
30758,0,1,0,0,1,0,5,E John Belk Ra,2015-2019,c2b28b17-7f58-4288-8a77-9c0ca9b3f1fd,1441.29483329914
30759,0,2,0,0,1,1,6,Freedom Dr,2016-2020,99c07343-611e-4bdf-a232-4c379752cdaf,2538.81338142613
30760,1,0,0,1,0,0,3,Mckee Rd,2017-2021,3a453f63-d0a2-467d-84a4-7124e05496ce,2331.25431718902
30761,0,1,0,0,0,1,1,Reames Rd,2018-2022,2f6fa3d0-1ed8-47e5-805c-d4a20cb47bf2,2603.15483798589
30762,0,1,0,0,0,1,1,Northlake Centre Py,2014-2018,6e89b766-04c8-4efb-8a20-bb975ed9d3cc,2600.08769632236
30763,0,1,0,0,1,0,5,Mallard Creek Rd,2013-2017,26f8a293-085b-4c69-8c67-c1be90dd2f69,2521.05521892375
30764,0,1,0,0,1,0,5,Choate Cr,2016-2020,2066b6fb-2cf3-413f-83ad-eac74e5de265,2325.90336578553
30765,0,1,0,0,0,1,1,University City Bv,2016-2020,9ad994c3-6984-4dbe-9892-bafd16a964ff,2514.22669987013
30766,0,1,0,0,0,1,1,Pleasant Grove Rd,2013-2017,834805c6-6fa2-45f3-8ed5-374dcf83c937,1373.65125563131
30767,,,,,,,1,CALDWELL,2013-2017,eaf8139e-ffea-4a9d-96ac-6f5319478c0c,731.4766388897
30768,0,1,0,0,0,1,1,Wednesbury Bv,2016-2020,20a78a4b-c47b-4acc-9a26-ba6bd7de9192,1338.51980551727
30769,0,1,0,0,0,1,1,West Bv,2015-2019,19f1a7b9-90ee-440b-913e-95cec202e6c1,2602.3388732686
30770,0,1,0,0,1,0,5,E Westinghouse Bv,2016-2020,3009aa10-84ae-4d36-bdd2-79e3b6a00ce8,2541.95892303636
30771,0,1,0,0,1,0,5,Eastfield Rd,2014-2018,70ee7942-9903-4473-8225-b086b80bb96a,2479.36907672562
30772,1,0,1,0,0,0,5,Aventide Ln,2018-2022,596722c7-eb73-45ea-948d-7fc5b693fb8b,2003.44634718524
30773,0,1,0,0,0,1,1,Mallard Creek Rd,2013-2017,60ef0214-98b3-4dfa-8ffe-80b8c1fde954,2523.11708616474
30774,0,1,0,0,1,0,5,W W T Harris Bv,2015-2019,38026097-feaa-45a8-a610-6968ea956a02,2632.1995943593
30775,1,0,1,0,0,0,5,Exit 245A Eastway Dr Ra,2019-2023,7488b1bc-7371-49d4-a998-fe45a0d3bb76,427.693544025422
30776,1,0,1,0,0,0,5,Contemporary Pl,2019-2023,59b416cf-7cae-447b-8e58-a7578a768936,1089.17013017646
30777,0,1,0,0,0,1,1,Slater Ridge Dr,2013-2017,270ac8f6-b014-4404-8098-2a2c118af0f4,1241.39006033093
30778,0,1,0,0,0,1,1,N Graham St,2017-2021,426197be-1da5-469c-ade0-a51077e7d379,2554.15597946447
30779,1,0,1,0,0,0,5,Euclid Av,2014-2018,bc4f302c-7081-4042-8c2d-482cd5990c04,1924.15361257697
30780,0,1,0,0,0,1,1,Dutchess St,2016-2020,d94ecbb9-c76d-4c6b-8069-270cc4d3ad64,877.329861602271
30781,0,1,0,0,0,1,1,E Morehead St,2014-2018,34e23e67-e156-49d5-a156-d1c237523607,2159.09194977609
30782,0,2,0,0,0,2,2,Browns Av,2013-2017,2c23a4c1-0586-4674-9589-3df8837c4383,2566.1659259634
30783,1,0,0,1,0,0,3,Sunnycrest Ln,2017-2021,be9b0846-63fb-4ce4-96f9-0b087f2765a7,1055.24903342012
30784,0,1,0,0,1,0,5,L D Parker Dr,2017-2021,659433bb-a2a7-4874-84c2-f91274f35b7c,672.862535245674
30785,0,1,0,0,0,1,1,Queens Rd,2018-2022,5c9d778b-936c-4c87-839d-cbcc1b6b2403,2149.05121536815
30786,0,1,0,0,0,1,1,Sharonbrook Dr,2018-2022,080f0d19-75f9-4cc6-a0e5-75ac0f922129,1814.0939430447
30787,0,1,0,0,0,1,1,N Graham St,2017-2021,38775e3b-718f-4c8a-9df9-c29ade60ae50,2554.15588010572
30788,0,1,0,0,0,1,1,S Tryon St,2019-2023,a92aca9d-1d69-4b3f-a9bc-854e8a1afae4,2619.82968529657
30789,0,1,0,0,0,1,1,S I-77 Ra,2015-2019,3a1e5092-d49a-48a9-b6e7-7345968f8a33,1229.51665819535
30790,0,1,0,0,0,1,1,Dr Webber Av,2016-2020,8dfe2fc8-3183-41d6-9cb0-92f3898ef3b9,992.052211584292
30791,0,1,0,0,0,1,1,Providence Rd,2016-2020,46c14698-784f-45a0-aecd-202d3d0f9dcc,2631.46533670429
30792,0,1,0,0,0,1,1,E Woodlawn Rd,2014-2018,17a200fb-dd6b-4a02-a743-1f4623f01075,2219.55691808455
30793,0,1,0,0,0,1,1,S Tryon St,2016-2020,050974f6-e33a-41be-b4cb-8c84ee66a750,2619.82947799746
30794,1,0,0,1,0,0,3,Candlewyck Ln,2019-2023,4cd64a28-d706-4612-91dc-8718b9b6aa88,1978.27853242616
30795,0,2,0,0,1,1,6,Freedom Dr,2013-2017,4691e4d5-6db0-4b30-9e4d-c2fcc59808c0,2541.42653654642
30796,1,0,0,1,0,0,3,Monroe Rd,2013-2017,98431cc3-3c84-47ca-9508-00c46c027b41,2612.19849143181
30797,1,0,0,1,0,0,3,Cullen Ct,2015-2019,a7cd5754-6606-4314-b982-aec1d0d2d1af,460.448720263453
30798,0,1,0,0,1,0,5,Randolph Rd,2017-2021,a73d6a54-01f2-41fe-82d1-d750f4b91ba1,2516.57293180027
30799,0,1,0,0,1,0,5,Reagan Dr,2016-2020,b0a4cd73-4a3c-43b9-9c4a-dedf45034e5f,2523.23197880156
30800,0,2,0,0,0,2,2,W Trade St,2014-2018,b88cb11c-74e4-46cf-af09-4cf0a65c9977,2582.1662182566
30801,0,1,0,0,0,1,1,S I-85 Exit 37 Ra,2013-2017,0057ab74-9478-48be-9280-eabe709da78d,1453.95171445906
30802,0,1,0,0,0,1,1,CPCC Harris Campus Dr,2013-2017,e452491c-06c1-49d2-ad8e-d33fea4028e5,949.250321077968
30803,0,1,0,0,1,0,5,Runnymede Ln,2018-2022,b7adc467-9d4d-4d75-9b62-79999ed82f09,2311.12776089772
30804,1,0,1,0,0,0,5,Covedale Dr,2019-2023,4ed13e0e-3e3f-4c0b-b40c-9dfd3037f143,1871.12201548598
30805,0,1,0,0,1,0,5,Providence Rd,2016-2020,b245dc5b-034f-4243-beaf-58f6eb5c37a1,2631.46533857091
30806,0,1,0,0,1,0,5,Old Pineville Rd,2019-2023,e50a5d41-4289-4fdd-935e-9cd77d340321,2430.2770862383
30807,0,1,0,0,0,1,1,Marvin Rd,2019-2023,4860bbd5-65c1-4562-af44-c08e17f2f0db,1348.50355513311
30808,0,1,0,0,1,0,5,Magnasco Ln,2016-2020,9ea87db4-eec8-45fa-9489-9eb3f6f5133f,2056.96532555497
30809,0,1,0,0,0,1,1,Kilborne Dr,2013-2017,5e3c36b8-3e0d-4f77-9bfe-94292caadf39,2108.03938059683
30810,0,1,0,0,1,0,5,ARFF Rd,2014-2018,bb46dcba-2bc4-4609-a398-c20aedc471ce,1890.50072506989
30811,1,1,1,0,0,1,6,Lawyers Rd,2014-2018,20ad8ba0-723f-4702-9323-a3ece8477db2,2082.66928899676
30812,1,1,0,1,0,1,4,Smith Rd,2019-2023,62b2a771-241f-432c-9f3e-4fb1be4fdeab,2586.86208209812
